from_act,from_num,from_heading,to_act,to_num,to_heading,relation,score
ipc,259,Having possession of counterfeit Government stamp,bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes",weak,0.5497
ipc,260,Using as genuine a Government stamp known to be counterfeit,bns,184,Using Government stamp known to have been before used,close,0.6307
ipc,261,"Effacing writing from substance bearing Government stamp, or removing from document a stamp used for it, with intent to cause loss to Government",bns,183,"Effacing writing from substance bearing Government stamp, or removing from document a stamp used for it, with intent to cause loss to Government",near-identical,1
ipc,262,Using Government stamp known to have been before used,bns,184,Using Government stamp known to have been before used,near-identical,1
ipc,263,Erasure of mark denoting that stamp has been used,bns,185,Erasure of mark denoting that stamp has been used,near-identical,1
ipc,263A,Prohibition of fictitious stamps,bns,186,Prohibition of fictitious stamps,near-identical,0.95
ipc,264,Fraudulent use of false instrument for weighing,bns,217,"False information, with intent to cause public servant to use his lawful power to injury of another person",weak,0.4517
ipc,265,Fraudulent use of false weight or measure,bns,,,none,0.2735
ipc,266,Being in possession of false weight or measure,bns,,,none,0.3
ipc,267,Making or selling false weight or measure,bns,,,none,0.3161
ipc,268,Public nuisance,bns,270,Public nuisance,near-identical,1
ipc,269,Negligent act likely to spread infection of disease dangerous to life,bns,271,Negligent act likely to spread infection of disease dangerous to life,near-identical,1
ipc,270,Malignant act likely to spread infection of disease dangerous to life,bns,272,Malignant act likely to spread infection of disease dangerous to life,near-identical,1
ipc,271,Disobedience to quarantine rule,bns,273,Disobedience to quarantine rule,near-identical,0.95
ipc,272,Adulteration of food or drink intended for sale,bns,274,Adulteration of food or drink intended for sale,near-identical,0.9916
ipc,273,Sale of noxious food or drink,bns,275,Sale of noxious food or drink,near-identical,0.9913
ipc,274,Adulteration of drugs,bns,276,Adulteration of drugs,near-identical,0.9807
ipc,275,Sale of adulterated drugs,bns,277,Sale of adulterated drugs,near-identical,0.993
ipc,276,Sale of drug as a different drug or preparation,bns,278,Sale of drug as a different drug or preparation,near-identical,0.9891
ipc,277,Fouling water of public spring or reservoir,bns,279,Fouling water of public spring or reservoir,near-identical,0.961
ipc,278,Making atmosphere noxious to health,bns,280,Making atmosphere noxious to health,near-identical,0.9668
ipc,279,Rash driving or riding on a public way,bns,281,Rash driving or riding on a public way,near-identical,1
ipc,280,Rash navigation of vessel,bns,282,Rash navigation of vessel,near-identical,0.9833
ipc,281,"Exhibition of false light, mark or buoy",bns,283,"Exhibition of false light, mark or buoy",near-identical,0.9555
ipc,282,Conveying person by water for hire in unsafe or overloaded vessel,bns,284,Conveying person by water for hire in unsafe or overloaded vessel,near-identical,0.9848
ipc,283,Danger or obstruction in public way or line of navigation,bns,285,Danger or obstruction in public way or line of navigation,near-identical,0.953
ipc,284,Negligent conduct with respect to poisonous substance,bns,286,Negligent conduct with respect to poisonous substance,near-identical,0.9921
ipc,285,Negligent conduct with respect to fire or combustible matter,bns,287,Negligent conduct with respect to fire or combustible matter,near-identical,0.9939
ipc,286,Negligent conduct with respect to explosive substance,bns,288,Negligent conduct with respect to explosive substance,near-identical,0.9908
ipc,287,Negligent conduct with respect to machinery.--,bns,289,Negligent conduct with respect to machinery,near-identical,0.9912
ipc,288,Negligent conduct with respect to pulling down or repairing buildings,bns,290,"Negligent conduct with respect to pulling down, repairing or constructing buildings, etc",near-identical,0.9046
ipc,289,Negligent conduct with respect to animal,bns,291,Negligent conduct with respect to animal,near-identical,0.9511
ipc,290,Punishment for public nuisance in cases not otherwise provided for,bns,292,Punishment for public nuisance in cases not otherwise provided for,near-identical,0.95
ipc,291,Continuance of nuisance after injunction to discontinue,bns,293,Continuance of nuisance after injunction to discontinue,near-identical,0.9804
ipc,292,"Sale, etc., of obscene books, etc",bns,294,"Sale, etc., of obscene books, etc",near-identical,0.9851
ipc,293,"Sale, etc., of obscene objects to young person",bns,295,"Sale, etc., of obscene objects to child",near-identical,0.876
ipc,294,Obscene acts and songs,bns,296,Obscene acts and songs,near-identical,0.9824
ipc,294A,Keeping lottery office,bns,297,Keeping lottery office,near-identical,0.9264
ipc,295,"Injuring or defiling place of worship, with intent to insult the religion of any class",bns,298,Injuring or defiling place of worship with intent to insult religion of any class,near-identical,0.9174
ipc,295A,Deliberate and malicious acts intended to outrage religious feelings of any class by insulting its religion or religious beliefs,bns,299,"Deliberate and malicious acts, intended to outrage religious feelings of any class by insulting its religion or religious beliefs",near-identical,0.9721
ipc,296,Disturbing religious assembly,bns,300,Disturbing religious assembly,near-identical,1
ipc,297,"Trespassing on burial places, etc",bns,301,"Trespassing on burial places, etc",near-identical,0.9696
ipc,298,"Uttering words, etc., with deliberate intent to wound religious feelings",bns,302,"Uttering words, etc., with deliberate intent to wound religious feelings of any person",close,0.7817
ipc,299,Culpable homicide,bns,100,Culpable homicide,near-identical,1
ipc,300,Murder,bns,101,Murder,near-identical,0.9823
ipc,301,Culpable homicide by causing death of person other than person whose death was intended,bns,102,Culpable homicide by causing death of person other than person whose death was intended,near-identical,1
ipc,302,Punishment for murder,bns,103,Punishment for murder,near-identical,0.9
ipc,303,Punishment for murder by life-convict,bns,104,Punishment for murder by life-convict,near-identical,0.95
ipc,304,Punishment for culpable homicide not amounting to murder,bns,105,Punishment for culpable homicide not amounting to murder,near-identical,0.9824
ipc,304A,Causing death by negligence,bns,106,Causing death by negligence,near-identical,0.95
ipc,304B,Dowry death,bns,80,Dowry death,near-identical,1
ipc,305,Abetment of suicide of child or insane person,bns,107,Abetment of suicide of child or person of unsound mind,close,0.7045
ipc,306,Abetment of suicide,bns,108,Abetment of suicide,near-identical,1
ipc,307,Attempt to murder,bns,109,Attempt to murder,near-identical,0.9464
ipc,308,Attempt to commit culpable homicide,bns,110,Attempt to commit culpable homicide,near-identical,0.986
ipc,309,Attempt to commit suicide,bns,226,Attempt to commit suicide to compel or restrain exercise of lawful power,weak,0.5717
ipc,310,Thug,bns,,,none,0.2345
ipc,311,Punishment,bns,,,none,0.2677
ipc,312,Causing miscarriage,bns,88,Causing miscarriage,near-identical,0.9644
ipc,313,Causing miscarriage without woman's consent,bns,89,Causing miscarriage without woman's consent,near-identical,0.95
ipc,314,Death caused by act done with intent to cause miscarriage,bns,90,Death caused by act done with intent to cause miscarriage,near-identical,0.95
ipc,315,Act done with intent to prevent child being born alive or to cause it to die after birth,bns,91,Act done with intent to prevent child being born alive or to cause to die after birth,near-identical,1
ipc,316,Causing death of quick unborn child by act amounting to culpable homicide,bns,92,Causing death of quick unborn child by act amounting to culpable homicide,near-identical,1
ipc,317,"Exposure and abandonment of child under twelve years, by parent or person having care of it",bns,93,"Exposure and abandonment of child under twelve years of age, by parent or person having care of it",near-identical,0.9867
ipc,318,Concealment of birth by secret disposal of dead body,bns,94,Concealment of birth by secret disposal of dead body,near-identical,0.95
ipc,319,Hurt,bns,114,Hurt,near-identical,1
ipc,320,Grievous hurt,bns,116,Grievous hurt,near-identical,0.9303
ipc,321,Voluntarily causing hurt,bns,115,Voluntarily causing hurt,near-identical,0.9
ipc,322,Voluntarily causing grievous hurt,bns,117,Voluntarily causing grievous hurt,near-identical,0.95
ipc,323,Punishment for voluntarily causing hurt,bns,115,Voluntarily causing hurt,near-identical,0.8804
